报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
主营业务收入增长率(%),59.4,33.11,33.24,18.99,15.05,15.18,16.91,3.44,6.59,10.17,14.69,2.11,-0.99,1.37,3.96,16.88,10.06,6.51,19.11,43.76,46.1,35,42.54,58.19,46.26,49.16,38.84,20.3,19.47,18.78,20.99,17.33,20.36,20.05,26.04,13.88,45.49,75.72,25.57,47.6,37.08,30.57,17.33,24.75,26.05,19.41,18.27,30.59,24.63,28.31,34.05,25.35,33.34,30.23,16.29,30.85,13.85,5.59,2.21,13.4,--,9.36,--,45.25,--,25.05,41.81,--,
净利润增长率(%),60.25,28.44,25.57,8.97,9.92,12.11,12.61,1.14,6.6,9.13,17.09,1.91,-2.46,0.57,4.76,13.97,6.62,3.7,20.57,51.44,57.82,42.25,57.16,73.23,57.12,57.77,48.12,17.28,10.84,11.8,5.13,13.8,20.45,24.53,39.45,34.89,97.95,163.1,63.34,83.5,57.98,48.22,24.37,38.26,43.83,19.97,17.57,36.87,36.53,38.08,41.5,40.32,45.5,38.7,20.53,55.06,15.53,6.55,5.3,14.67,--,10.27,--,33.3,--,19.07,46.84,--,
净资产增长率(%),23.99,17.39,16.23,14.59,15.12,5.8,18.37,19.75,23,36.54,26.29,25.34,26.42,30.31,22.95,24.47,24.47,25.96,35.28,39.56,38.59,31.84,38.9,36.95,30.26,28.72,28.41,26.6,24.66,27.12,26.87,27.37,31.54,33.61,35.78,37.46,55.43,58.45,57.7,35.69,28.4,22.95,5.37,19.48,13.63,7.81,21.47,22.43,22.18,22.91,23.41,21.5,20.7,22.16,20.23,20.7,13.08,12.24,12.68,13.31,--,395.78,--,469.84,--,56.06,21.9,--,
总资产增长率(%),21.53,25.99,31.19,30.86,35.57,32.08,31.88,31.01,32.24,31,22.74,18.79,19.03,26.59,22.06,23.24,26.88,9.84,26.08,28.93,18.06,28.43,24.85,36.4,44.21,44.93,42.74,29.43,36.28,33.56,30.75,25.49,28.86,41.66,35.21,50.31,27.42,10.26,16.93,9.52,15.76,31.12,21.97,18.78,24.43,15.92,23.3,26.42,25.74,33.48,35.36,28.6,26.01,27.93,24.37,26.09,20.84,15.18,13.17,13.5,--,181.71,--,172.95,--,38.66,23.35,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
